,Normal_Samples,Exponential_Samples,Bimodal_Samples
996,54.42,12.4,32.67
997,45.05,27.21,38.79
998,71.8,1.65,24.04
999,59.3,10.11,25.88
1000,65.1,5.64,47.21
1001,34.75,1.09,25.33
1002,50.46,30.4,18.67
    3,41.43,11.17,33.22
1004,67.55,1.75,42.86
1005,68.47,9.56,117.9
1006,44.73,6.84,29.57
1007,39.37,2.79,24.04
1008,57.07,5.48,41.88
1009,44.26,30.01,32.33
1010,49.82,5.38,41.13
1011,43.43,23.1,86.66
1012,45.44,4.76,39.78
1013,54.11,7.83,37.56
1014,52.33,8.05,22.5
1015,44.42,4.03,22.83
1016,57.35,8.29,18.56
1017,50.68,53.59,96.65
1018,45.63,13.52,40.09
1019,63.02,4.38,30.87
1020,43.53,22.39,91.3
1021,63.75,21.91,30.66
1022,38.36,8.95,29.62
1023,83.15,48.09,92.45
1024,48.73,28.7,23.16
1025,45.04,8.04,17.37
1026,37.36,1.55,21.04
1027,40.12,2.94,32.9
1028,41.32,5.92,47.4
1029,37.83,2.51,29.37
1030,57.54,13.51,104.08
1031,50.47,8.22,39.77
1032,48.97,4.27,41.24
1033,50.25,15.31,27.31
1034,62.38,7.5,26.19
1035,59.4,11.95,24.57
1036,61.84,5.56,39.73
1037,57.63,19.59,34.98
1038,59.74,7.15,40.52
1039,51.12,2.77,40.19
1040,50.26,3.45,101.0
1041,46.73,7.51,23.94
1042,34.11,11.4,105.89
1043,53.16,11.7,25.44
1044,41.33,17.51,105.76
1045,38.99,9.49,30.35
1046,54.92,3.48,89.79
1047,53.28,15.49,19.06
1048,47.9,6.74,28.87
1049,42.1,14.42,111.04
1050,59.22,4.51,39.11
1051,46.47,13.28,28.4
1052,36.03,8.42,12.35
1053,66.4,1.13,24.31
1054,38.83,3.02,24.66
1055,47.0,2.31,20.27
1056,30.65,6.05,20.36
1057,45.15,10.89,26.31
1058,37.93,13.23,47.18
1059,53.36,1.61,43.99
1060,62.03,5.36,35.01
1061,43.96,7.34,24.73
1062,51.82,1.32,30.17
1063,61.31,31.38,31.81
1064,58.73,7.02,38.9
1065,55.53,4.1,32.9
1066,40.18,20.28,26.14
1067,62.46,4.0,103.9
1068,62.25,18.98,26.74
1069,51.71,6.59,36.76
1070,39.08,10.32,28.54
1071,48.95,4.15,30.33
1072,40.64,9.78,28.47
1073,58.74,9.82,38.7
1074,71.01,34.81,35.0
1075,35.5,5.53,34.36
1076,46.83,17.86,31.67
1077,53.36,10.26,33.81
1078,32.81,20.02,23.34
1079,47.27,15.16,37.01
1080,35.98,15.76,26.16
1081,54.96,6.19,30.15
1082,44.46,11.9,29.72
1083,40.93,1.65,106.8
1084,38.18,26.54,27.6
1085,51.48,7.65,30.08
1086,55.04,1.76,18.22
1087,45.35,2.72,25.15
1088,25.14,5.0,30.36
1089,62.49,8.07,102.66
1090,44.1,3.06,24.56
1091,67.29,6.57,30.4
1092,53.21,8.04,24.37
1093,39.85,2.67,97.38
1094,48.93,1.51,15.27
1095,38.49,7.0,88.38
1096,56.55,13.67,36.3
1097,53.77,6.45,20.29
1098,70.46,31.66,30.1
1099,53.85,8.84,27.27
1100,65.41,1.96,19.64
1101,45.62,12.82,26.39
1102,67.33,20.2,99.83
1103,60.28,2.54,102.83
1104,18.62,7.08,27.18
1105,60.52,25.13,25.56
1106,35.34,6.19,19.92
1107,38.47,14.02,19.19
1108,60.96,8.79,33.02
1109,37.79,6.33,31.67
1110,49.35,3.11,32.64
1111,37.62,2.36,31.87
1112,47.28,26.3,30.86
1113,52.13,1.07,94.29
1114,58.28,31.17,34.75
1115,56.9,2.51,25.29
1116,49.32,5.89,95.55
1117,49.02,9.67,23.93
1118,48.68,16.78,29.79
1119,57.04,3.98,26.77
1120,55.48,8.68,25.41
1121,37.47,9.39,22.17
1122,77.59,13.48,29.61
1123,49.7,6.02,76.19
1124,25.06,18.63,86.55
1125,49.22,2.68,22.93
1126,47.7,27.79,14.68
1127,28.98,13.54,28.03
1128,38.38,15.93,28.58
1129,56.98,7.76,48.59
1130,60.89,11.52,24.33
1131,59.96,2.82,24.25
1132,42.65,18.4,33.17
1133,54.42,14.99,38.41
1134,68.75,6.86,103.86
1135,51.15,5.54,38.59
1136,37.06,5.85,29.36
1137,52.14,6.89,30.13
1138,24.09,4.76,16.24
1139,44.35,2.02,33.96
1140,54.58,16.4,41.71
1141,42.75,7.17,41.83
1142,59.51,1.12,35.89
1143,45.28,29.0,39.32
1144,39.26,28.25,34.78
1145,63.9,5.02,38.95
1146,43.36,8.65,107.98
1147,52.24,17.01,40.5
1148,60.53,2.5,22.62
1149,46.14,18.95,44.7
1150,60.3,32.11,38.5
1151,57.9,8.33,32.71
1152,41.65,5.05,23.87
1153,49.96,4.48,25.6
1154,43.58,7.03,33.73
1155,60.62,27.67,54.25
1156,56.09,1.34,20.55
1157,32.67,6.31,22.92
1158,67.97,2.18,22.68
1159,49.14,14.67,38.17
1160,70.22,3.11,32.24
1161,56.71,8.76,13.83
1162,45.26,1.43,33.23
1163,52.93,6.45,49.74
1164,49.03,25.37,20.1
1165,55.87,14.67,24.3
1166,23.69,29.98,33.71
1167,38.94,26.2,33.8
1168,68.34,8.55,27.68
1169,67.75,8.58,29.89
1170,48.6,7.39,28.56
1171,74.19,2.27,38.31
1172,53.64,4.73,17.65
1173,53.87,18.05,30.51
1174,57.11,1.71,38.2
1175,44.2,21.22,23.26
1176,63.62,7.07,25.75
1177,45.57,8.53,35.93
1178,47.02,22.34,81.08
1179,42.18,6.02,114.58
1180,52.08,1.34,29.09
1181,57.22,19.91,36.24
1182,49.92,19.41,10.2
1183,38.36,9.77,48.98
1184,46.23,12.97,82.45
1185,36.53,37.08,39.12
1186,48.44,6.63,23.16
1187,53.17,4.59,23.46
1188,29.9,18.04,29.01
1189,62.98,2.27,97.25
1190,37.69,13.79,31.49
1191,49.1,8.59,29.3
1192,32.41,3.11,20.49
1193,42.99,2.42,22.12
1194,62.69,14.58,28.95
1195,46.25,2.72,15.62
1196,56.11,14.83,25.56
1197,74.55,3.42,29.57
1198,66.46,13.96,4.45
1199,41.52,22.08,30.41
1200,84.35,1.53,42.54
1201,28.51,12.17,25.07
1202,58.25,3.26,25.12
1203,27.44,10.77,39.87
1204,37.78,8.74,25.21
1205,53.39,13.66,22.69
1206,45.21,14.06,115.65
1207,40.8,7.2,38.99
1208,49.14,11.55,38.44
1209,61.89,23.48,11.65
1210,27.45,2.55,21.94
1211,61.99,8.86,33.69
1212,50.74,16.9,94.09
1213,60.4,30.83,34.68
1214,54.82,16.73,40.5
1215,33.71,24.68,33.91
1216,35.32,1.18,27.31
1217,44.73,7.49,99.53
1218,36.03,2.07,28.24
1219,39.64,1.23,34.24
1220,55.04,4.55,29.59
1221,45.35,11.97,31.24
1222,62.76,9.76,41.52
1223,51.1,2.74,102.87
1224,59.86,33.82,93.83
1225,49.59,4.25,39.31
1226,48.65,16.3,35.71
1227,51.58,8.25,36.14
1228,59.81,10.34,26.82
1229,43.72,2.11,39.94
1230,51.46,4.91,23.9
1231,53.21,2.77,26.34
1232,61.26,70.94,29.15
1233,27.89,5.83,27.27
1234,58.37,2.68,28.82
1235,48.45,7.64,32.48
1236,63.09,7.87,26.08
1237,56.08,12.51,33.41
1238,39.65,9.75,36.5
1239,53.39,1.89,12.42
1240,53.67,2.56,42.96
1241,46.42,23.35,39.51
1242,47.4,13.86,28.86
1243,37.89,27.72,32.2
1244,51.67,7.39,27.83
1245,54.96,8.39,31.54
1246,56.42,13.02,43.3
1247,40.17,1.58,39.1
1248,55.69,8.74,31.66
1249,63.17,2.92,17.34
1250,41.78,44.95,33.2
1251,43.64,26.9,35.84
1252,57.89,16.1,31.25
1253,47.4,2.04,33.75
1254,67.62,34.42,15.25
1255,67.19,4.95,28.69
1256,67.39,2.37,35.22
1257,66.0,4.77,25.07
1258,33.9,7.55,20.54
1259,37.81,6.7,28.0
1260,47.37,1.28,35.02
1261,54.86,2.96,19.17
1262,53.16,3.38,39.66
1263,42.66,2.22,31.72
1264,43.19,16.72,23.55
1265,63.73,12.92,29.71
1266,52.63,8.29,35.25
1267,54.81,3.45,99.31
1268,59.96,3.88,21.48
1269,40.55,10.93,28.78
1270,59.49,13.59,33.42
1271,53.99,1.96,32.19
1272,53.2,6.96,37.88
1273,41.64,5.29,37.24
1274,30.91,11.05,36.1
1275,42.31,9.33,39.76
1276,50.75,4.64,26.25
1277,50.77,11.17,33.51
1278,47.27,4.05,36.33
1279,60.54,10.1,32.21
1280,49.44,3.04,109.08
1281,46.95,15.43,32.92
1282,42.5,15.1,34.25
1283,36.64,35.42,40.34
1284,46.96,10.59,28.04
1285,47.58,15.64,37.52
1286,51.92,5.04,4.48
1287,42.36,9.91,29.04
1288,49.33,2.06,32.78
1289,32.29,1.01,35.02
1290,59.57,16.91,40.22
1291,48.91,9.38,28.16
1292,48.74,27.7,33.15
1293,55.35,2.46,26.75
1294,41.1,7.48,102.0
1295,31.5,6.31,47.56
1296,35.31,15.6,32.85
1297,50.61,17.52,17.96
1298,53.46,11.44,31.27
1299,37.33,3.55,28.08
1300,45.94,14.36,18.78
1301,40.44,11.4,28.86
1302,59.75,5.06,34.94
1303,31.96,7.28,21.92
1304,56.53,10.28,25.8
1305,45.62,2.3,98.77
1306,37.2,11.45,28.25
1307,61.67,10.55,26.16
1308,55.56,37.95,98.42
1309,53.71,49.5,22.98
1310,56.55,3.62,20.77
1311,31.98,15.18,24.1
1312,56.42,11.95,86.13
1313,60.62,8.47,28.48
1314,47.8,5.82,22.86
1315,55.47,4.47,31.04
1316,35.6,4.37,37.83
1317,69.01,5.44,21.59
1318,56.04,19.02,10.76
1319,51.92,4.17,23.86
1320,28.08,8.35,42.9
1321,46.06,3.67,37.07
1322,41.91,1.14,28.18
1323,71.29,14.21,33.49
1324,47.37,9.14,25.85
1325,39.24,2.12,27.59
1326,38.38,10.4,36.74
1327,57.95,15.17,29.97
1328,50.58,5.11,18.39
1329,54.0,1.53,27.28
1330,59.27,2.04,33.18
1331,50.81,15.2,37.08
1332,61.81,49.93,20.47
1333,56.16,27.23,29.76
1334,51.19,1.38,34.11
1335,43.9,8.07,30.9
1336,51.54,1.3,35.56
1337,60.18,1.48,37.94
1338,47.06,2.05,19.86
1339,50.48,40.18,39.57
1340,57.95,2.23,33.66
1341,48.21,2.25,37.21
1342,57.88,6.23,16.58
1343,36.94,1.8,32.58
1344,50.53,3.4,34.46
1345,43.41,2.18,56.18
1346,41.97,1.19,27.13
1347,44.99,7.56,24.45
1348,43.33,5.89,29.89
1349,36.38,4.35,91.95
1350,68.29,20.84,25.02
1351,68.04,26.08,101.29
1352,53.45,25.77,36.3
1353,46.77,12.63,35.18
1354,34.26,4.68,81.57
1355,36.15,18.57,115.9
1356,42.73,12.56,32.81
1357,49.65,11.35,37.57
1358,47.18,4.7,47.68
1359,47.98,30.23,120.26
1360,49.45,10.46,29.62
1361,45.61,6.7,25.84
1362,55.04,1.51,30.45
1363,36.13,7.87,29.53
1364,48.79,13.52,19.19
1365,67.76,5.72,29.34
1366,46.87,22.65,22.32
1367,46.73,3.83,96.52
1368,39.18,31.72,36.77
1369,58.04,5.56,34.01
1370,56.84,22.68,24.38
1371,47.94,25.63,26.91
1372,47.63,2.18,99.29
1373,54.07,6.09,82.9
1374,48.21,7.05,26.42
1375,49.31,7.46,17.64
1376,52.14,4.84,34.4
1377,42.3,11.91,32.72
1378,55.52,9.3,29.74
1379,53.63,13.33,28.34
1380,45.94,23.39,36.82
1381,38.11,5.36,14.55
1382,61.08,35.85,42.98
1383,36.88,17.74,90.33
1384,46.29,16.61,13.5
1385,60.92,2.26,32.37
1386,45.53,4.7,38.69
1387,41.42,8.31,25.67
1388,54.37,17.5,28.85
1389,41.57,6.04,25.0
1390,50.59,3.56,19.55
1391,42.44,7.02,103.49
1392,48.4,12.23,23.12
1393,47.68,4.36,32.73
1394,48.8,8.32,35.18
1395,38.07,4.83,95.67
1396,47.81,5.12,39.79
1397,46.14,1.3,32.53
1398,54.58,3.92,40.52
1399,52.47,14.66,22.65
1400,60.54,12.99,29.84
1401,38.77,4.86,29.1
1402,59.29,1.9,30.72
1403,45.89,5.9,34.42
1404,67.94,4.67,17.01
1405,42.42,6.88,18.36
1406,55.67,7.04,12.82
1407,52.91,16.09,33.71
1408,34.8,10.49,27.0
1409,48.65,7.35,28.77
1410,42.89,3.74,34.28
1411,66.23,32.27,22.38
1412,44.94,2.91,35.32
1413,52.01,4.29,27.71
1414,53.6,39.96,46.51
1415,67.97,1.04,24.28
1416,54.02,16.75,27.37
1417,47.63,8.79,29.17
1418,54.57,9.84,30.82
1419,35.3,17.14,28.36
1420,52.32,11.22,35.05
1421,48.37,16.44,25.41
1422,53.39,10.41,28.85
1423,52.8,9.43,114.08
1424,60.12,2.63,27.9
1425,51.16,1.4,33.17
1426,39.92,10.2,20.24
1427,34.94,1.24,37.85
1428,42.78,12.3,88.35
1429,45.35,6.04,20.7
1430,42.63,10.54,36.58
1431,63.09,2.01,28.5
1432,47.72,2.63,15.09
1433,67.83,9.59,105.81
1434,41.04,17.37,32.45
1435,51.19,1.59,32.88
1436,49.52,30.68,112.62
1437,52.14,12.99,18.75
1438,38.61,13.72,32.31
1439,55.17,12.35,30.39
1440,53.43,34.92,31.94
1441,28.93,8.43,23.29
1442,34.92,14.68,32.79
1443,57.52,6.1,22.69
1444,55.71,16.48,20.7
1445,55.97,2.75,98.76
1446,47.95,28.92,30.43
1447,57.13,2.5,15.39
1448,59.29,1.47,41.86
1449,42.82,5.6,31.19
1450,55.0,2.63,46.16
1451,65.63,1.41,21.82
1452,57.67,6.23,21.31
1453,49.55,22.99,16.14
1454,56.75,13.06,30.09
1455,49.02,10.66,34.59
1456,40.74,34.03,26.83
1457,42.87,2.19,43.5
1458,35.2,4.93,110.48
1459,60.91,18.89,41.34
1460,40.97,8.79,32.06
1461,57.04,3.1,20.34
1462,49.02,24.05,20.97
1463,35.0,4.76,37.87
1464,44.26,9.33,13.34
1465,43.22,8.45,30.7
1466,47.97,5.02,28.68
1467,44.0,22.36,27.86
1468,55.47,29.44,35.6
1469,42.42,12.04,29.91
1470,42.37,10.88,30.86
1471,45.08,1.46,99.54
1472,48.77,1.18,21.9
1473,61.4,6.65,16.6
1474,73.76,23.11,38.05
1475,59.18,9.98,38.77
1476,51.81,3.83,35.95
1477,33.48,41.38,99.78
1478,54.24,3.93,20.23
1479,43.97,18.66,92.4
1480,36.38,1.94,20.67
1481,48.99,1.16,29.24
1482,51.54,23.8,25.68
1483,51.83,23.86,29.51
1484,41.03,2.28,26.96
1485,28.53,14.51,23.18
1486,49.08,7.86,30.46
1487,36.5,14.87,37.14
1488,50.22,14.58,38.39
1489,42.65,5.14,31.32
1490,53.36,6.03,20.54
1491,54.76,6.26,29.66
1492,54.95,2.81,12.05
1493,42.56,1.21,95.96
1494,72.11,1.1,33.9
1495,40.09,1.23,30.47
1496,54.11,13.12,16.8
1497,48.21,11.01,30.55
1498,57.85,14.35,103.9
1499,63.73,18.51,43.96
1500,51.02,2.05,36.45
1501,45.8,17.54,17.96
1502,56.92,4.35,20.17
1503,51.19,15.03,32.77
1504,41.1,1.41,32.87
1505,70.75,27.99,44.44
1506,41.82,9.64,30.18
1507,62.1,11.68,42.68
1508,57.95,6.11,30.66
1509,44.81,7.06,32.06
1510,41.05,10.51,93.49
1511,50.12,6.99,15.0
1512,49.67,22.64,33.85
1513,30.12,3.97,32.65
1514,48.08,26.71,28.84
1515,51.73,13.69,113.21
1516,45.2,28.59,36.5
1517,44.3,5.26,35.05
1518,59.35,3.72,29.18
1519,63.99,7.98,31.26
1520,50.08,5.7,20.89
1521,62.98,27.56,24.79
1522,46.02,5.83,31.85
1523,58.85,8.47,27.71
1524,59.44,1.65,27.05
1525,50.01,1.18,22.14
1526,43.85,2.87,15.8
1527,70.02,1.62,26.57
1528,62.47,26.87,26.81
1529,56.12,5.33,36.51
1530,44.98,13.43,98.24
1531,47.19,20.68,23.76
1532,42.84,6.61,34.44
1533,51.75,6.42,25.43
1534,47.32,10.01,45.19
1535,37.82,2.65,27.76
1536,49.5,10.92,35.78
1537,33.7,10.84,40.51
1538,54.55,12.28,22.0
1539,46.6,3.01,95.35
1540,54.7,17.8,23.76
1541,43.51,2.5,21.8
1542,37.74,3.05,30.86
1543,49.69,5.82,34.74
1544,30.62,1.06,22.34
1545,48.0,6.09,28.12
1546,43.95,25.67,18.98
1547,48.68,5.36,27.11
1548,40.97,4.07,40.81
1549,50.17,6.66,27.65
1550,50.3,10.35,25.09
1551,47.05,2.46,24.19
1552,42.49,6.54,24.88
1553,44.33,7.99,31.85
1554,57.29,4.84,16.17
1555,36.15,10.47,31.8
1556,39.47,2.64,108.02
1557,38.34,38.21,94.6
1558,36.35,34.56,42.38
1559,45.71,1.81,30.96
1560,49.31,12.19,91.84
1561,48.9,5.94,26.17
1562,40.35,1.51,29.0
1563,53.53,4.84,23.14
1564,54.71,6.99,22.49
1565,37.51,1.99,39.29
1566,58.14,7.29,28.88
1567,44.8,4.36,86.22
1568,61.83,1.58,41.79
1569,53.13,12.04,27.11
1570,40.41,22.86,41.83
1571,54.99,35.55,90.07
1572,44.58,1.67,20.51
1573,55.07,13.86,34.44
1574,68.37,6.94,56.02
1575,67.2,8.69,36.16
1576,44.61,1.67,43.33
1577,54.33,1.4,36.13
1578,70.1,37.34,56.34
1579,52.11,23.72,49.29
1580,48.31,1.85,23.63
1581,47.86,12.02,37.61
1582,62.61,39.27,37.96
1583,51.48,2.11,20.53
1584,48.6,24.44,28.66
1585,61.65,1.98,29.97
1586,57.85,3.94,28.27
1587,58.84,3.04,28.42
1588,43.13,7.69,34.65
1589,42.61,20.88,20.34
1590,53.77,29.55,35.4
1591,39.11,16.59,37.27
1592,38.94,6.81,14.6
1593,71.79,19.19,119.48
1594,47.38,12.17,29.87
1595,54.44,7.43,33.43
1596,41.7,1.69,10.03
1597,46.61,7.19,23.23
1598,47.93,4.5,33.33
1599,59.05,1.1,31.65
1600,49.88,4.11,23.42
1601,54.72,23.61,42.19
1602,35.89,13.4,99.88
1603,48.2,5.23,22.38
1604,55.87,11.98,30.15
1605,42.79,33.37,91.28
1606,67.93,2.14,27.54
1607,52.55,27.34,25.2
1608,46.77,15.39,33.65
1609,37.96,4.61,30.26
1610,60.56,4.82,41.82
1611,47.16,12.12,31.77
1612,43.33,2.64,20.54
1613,35.89,41.68,104.45
1614,48.38,7.15,35.64
1615,57.77,3.46,94.11
1616,43.24,10.3,96.83
1617,52.48,3.7,27.02
1618,22.43,25.69,39.34
1619,48.38,7.46,25.43
1620,51.36,3.89,25.03
1621,51.28,3.31,31.43
1622,54.36,26.35,31.01
1623,45.28,12.91,97.76
1624,53.07,2.12,35.82
1625,49.7,4.78,42.61
1626,41.44,3.35,51.32
1627,44.68,2.37,17.92
1628,30.19,3.57,14.29
1629,45.87,2.42,48.75
1630,41.19,2.95,102.92
1631,28.22,35.04,104.57
1632,39.77,11.49,103.24
1633,58.09,15.07,16.27
1634,35.7,10.83,27.34
1635,50.12,5.77,28.12
1636,52.36,17.29,32.8
1637,63.7,4.76,25.11
1638,44.21,4.22,19.64
1639,39.45,3.13,104.86
1640,48.67,15.04,25.33
1641,45.38,11.1,28.88
1642,52.93,9.61,37.15
1643,42.65,16.39,16.35
1644,38.07,3.73,30.15
1645,62.67,9.84,47.14
1646,65.21,24.89,32.74
1647,46.46,20.18,17.47
1648,47.85,42.58,24.79
1649,57.6,1.14,22.93
1650,41.48,18.85,31.7
1651,46.62,5.55,24.15
1652,42.34,11.21,33.78
1653,54.99,4.14,26.91
1654,54.31,10.22,29.13
1655,54.0,13.43,38.66
1656,41.57,25.83,24.48
1657,42.28,7.98,20.05
1658,62.62,3.99,41.73
1659,41.94,27.0,93.86
1660,28.86,10.74,89.63
1661,51.81,11.56,25.8
1662,34.82,9.61,93.11
1663,57.5,1.27,35.85
1664,37.62,5.37,30.0
1665,63.58,19.58,28.2
1666,60.5,1.09,107.9
1667,28.08,17.67,13.36
1668,40.49,1.74,23.98
1669,65.19,6.67,92.44
1670,52.01,24.18,32.72
1671,64.39,6.36,41.24
1672,47.98,6.04,24.47
1673,62.01,7.4,38.48
1674,48.1,8.23,119.86
1675,44.74,5.0,22.7
1676,41.88,5.66,34.64
1677,44.97,32.03,34.61
1678,53.17,1.97,40.61
1679,51.89,2.92,26.66
1680,64.74,15.13,23.41
1681,59.24,4.71,38.65
1682,47.0,3.72,48.16
1683,49.12,17.72,36.18
1684,58.28,4.04,19.59
1685,31.55,3.31,36.83
1686,66.35,1.4,17.48
1687,45.93,9.28,22.6
1688,44.67,9.29,88.85
1689,51.54,30.42,33.95
1690,57.01,9.8,23.0
1691,42.15,5.54,12.66
1692,51.55,15.22,96.18
1693,63.04,16.61,35.22
1694,51.46,1.48,25.43
1695,48.81,18.19,20.98
1696,39.87,12.25,27.05
1697,57.21,13.1,43.55
1698,44.39,7.27,17.26
1699,51.58,4.66,26.34
1700,57.57,11.36,27.91
1701,56.27,1.45,18.58
1702,67.2,10.94,36.86
1703,53.44,7.47,30.12
1704,60.16,15.69,24.91
1705,44.73,3.99,38.72
1706,52.52,10.33,29.09
1707,46.08,3.21,32.03
1708,42.56,15.66,41.67
1709,48.08,3.15,15.21
1710,47.21,6.18,37.01
1711,54.4,6.09,30.99
1712,59.9,6.66,32.53
1713,24.63,5.72,29.55
1714,64.18,21.47,16.56
1715,40.49,4.25,16.95
1716,51.06,1.33,29.2
1717,41.51,2.49,27.15
1718,60.33,17.68,23.5
1719,56.78,7.36,34.27
1720,49.54,3.14,30.11
1721,46.48,19.39,30.01
1722,51.53,12.06,30.12
1723,42.89,1.06,50.82
1724,38.78,28.86,27.46
1725,55.13,18.25,29.33
1726,48.64,21.27,19.01
1727,53.29,19.69,27.67
1728,47.1,1.84,26.85
1729,38.49,49.24,21.83
1730,44.36,12.19,43.46
1731,25.35,17.01,28.12
1732,62.68,5.99,17.85
1733,40.56,22.28,32.47
1734,57.27,14.95,21.79
1735,61.0,37.13,35.02
1736,43.85,14.65,24.95
1737,46.29,17.34,103.37
1738,23.48,1.38,40.91
1739,54.41,1.67,4.92
1740,56.42,10.8,37.18
1741,56.1,4.25,30.85
1742,47.0,1.78,40.42
1743,29.35,3.21,24.72
1744,55.99,11.09,38.22
1745,43.2,8.45,34.6
1746,50.88,2.16,112.81
1747,41.81,5.39,33.5
1748,54.59,11.27,26.25
1749,46.18,6.6,24.93
1750,56.93,24.22,27.26
1751,47.87,1.88,37.9
1752,50.72,11.42,18.11
1753,63.33,3.59,7.48
1754,48.99,5.73,34.35
1755,56.3,7.46,31.37
1756,49.61,1.75,25.84
1757,46.37,8.23,27.1
1758,53.36,8.75,36.47
1759,34.92,9.97,30.04
1760,39.39,12.02,11.99
1761,31.95,21.45,83.41
1762,58.21,10.56,34.57
1763,41.81,4.23,42.97
1764,45.68,25.14,23.87
1765,44.59,2.93,24.94
1766,42.56,2.66,28.63
1767,58.72,7.86,32.01
1768,39.44,6.45,13.53
1769,42.26,1.3,36.26
1770,66.0,17.84,24.81
1771,38.19,4.34,41.23
1772,51.74,12.13,33.38
1773,56.79,9.06,41.53
1774,56.78,7.8,17.99
1775,42.96,4.67,40.65
1776,50.04,2.3,37.96
1777,51.26,14.3,15.5
1778,62.45,14.57,23.59
1779,43.54,1.0,18.93
1780,53.45,6.54,34.7
1781,46.44,4.98,37.7
1782,52.84,30.82,27.75
1783,60.57,15.84,43.78
1784,57.03,13.32,32.3
1785,39.04,5.09,33.27
1786,54.33,3.23,31.07
1787,54.98,15.5,89.11
1788,44.26,36.71,37.24
1789,59.38,32.63,23.64
1790,62.39,1.72,23.01
1791,61.61,5.89,36.22
1792,47.7,13.62,17.41
1793,57.76,1.82,28.64
1794,52.85,7.33,27.51
1795,48.8,4.26,43.21
1796,46.43,12.49,19.46
1797,66.65,28.89,29.15
1798,38.09,17.02,18.44
1799,51.4,6.21,31.1
1800,39.61,4.54,31.53
1801,57.82,3.58,38.41
1802,46.46,15.79,16.66
1803,23.91,7.1,11.47
1804,49.99,26.3,42.92
1805,42.41,41.9,31.01
1806,65.73,3.29,96.2
1807,49.28,26.59,24.6
1808,64.63,1.35,45.31
1809,51.76,24.65,28.63
1810,53.74,19.9,31.58
1811,46.07,12.76,30.76
1812,50.03,7.57,30.43
1813,39.28,1.62,33.63
1814,55.75,22.08,17.78
1815,44.31,18.46,28.14
1816,50.86,14.46,38.9
1817,58.74,8.64,106.95
1818,43.92,1.95,35.19
1819,51.29,8.22,29.12
1820,48.28,5.05,22.72
1821,44.31,4.52,18.26
1822,41.31,6.1,35.76
1823,56.74,1.82,40.31
1824,32.58,3.15,91.2
1825,57.08,7.87,35.59
1826,61.19,19.37,33.92
1827,65.28,8.21,30.9
1828,56.5,10.35,19.34
1829,42.73,29.92,23.53
1830,34.59,19.28,30.73
1831,46.95,26.07,40.65
1832,45.62,3.53,20.94
1833,36.96,31.29,16.0
1834,41.7,16.58,34.74
1835,49.55,14.32,24.19
1836,58.37,2.49,49.63
1837,31.85,20.98,44.86
1838,42.78,4.72,19.65
1839,48.65,5.0,30.93
1840,38.9,8.22,21.55
1841,45.52,7.08,37.46
1842,44.33,6.55,88.73
1843,44.12,10.12,32.84
1844,43.62,7.68,32.56
1845,52.18,4.18,28.83
1846,67.91,9.2,38.65
1847,39.86,2.55,95.7
1848,54.1,1.87,96.55
1849,54.0,16.52,15.61
1850,68.07,14.24,24.17
1851,37.06,4.53,27.16
1852,44.05,13.81,26.55
1853,52.3,16.49,14.11
1854,51.82,8.44,86.22
1855,53.67,27.72,34.86
1856,47.97,20.76,20.12
1857,51.89,9.11,42.39
1858,45.0,15.16,36.17
1859,57.75,7.21,27.18
1860,47.14,9.34,26.95
1861,49.73,23.82,30.36
1862,37.32,2.42,25.82
1863,57.6,15.38,40.6
1864,68.18,2.66,38.66
1865,53.21,1.88,26.17
1866,57.85,2.15,37.05
1867,56.31,4.13,28.98
1868,45.82,22.9,31.05
1869,45.91,7.63,44.05
1870,68.23,21.7,22.58
1871,51.07,13.29,30.96
1872,54.29,12.25,34.4
1873,48.42,12.47,30.04
1874,40.96,12.41,91.48
1875,61.39,5.32,22.46
1876,64.82,7.05,103.15
1877,46.53,4.71,95.15
1878,50.51,7.13,27.46
1879,56.67,6.09,15.66
1880,41.99,40.51,27.96
1881,44.71,11.82,35.52
1882,40.47,4.59,32.62
1883,55.11,9.74,25.0
1884,34.79,8.19,40.28
1885,35.02,1.01,23.06
1886,54.82,13.9,44.34
1887,48.97,26.55,98.09
1888,60.83,5.4,41.92
1889,18.92,11.91,22.02
1890,55.9,7.41,38.73
1891,30.06,3.77,37.46
1892,60.27,24.64,37.22
1893,60.75,3.95,29.76
1894,59.73,5.36,25.29
1895,43.24,3.24,36.53
1896,68.47,19.58,35.29
1897,50.76,8.87,37.11
1898,46.99,9.18,26.74
1899,56.19,11.6,32.43
1900,70.82,10.65,23.09
1901,57.33,4.15,21.4
1902,51.39,1.03,42.94
1903,46.15,11.29,29.85
1904,57.17,9.99,30.44
1905,62.37,5.57,25.24
1906,44.01,1.36,17.74
1907,62.77,20.86,29.93
1908,48.19,10.22,36.19
1909,71.09,14.56,23.67
1910,48.61,2.89,29.62
1911,49.05,2.34,9.74
1912,57.91,4.36,26.69
1913,49.52,8.58,20.07
1914,45.15,6.04,40.12
1915,65.88,2.01,22.3
1916,67.27,4.81,15.16
1917,46.13,11.26,27.76
1918,69.58,1.46,96.56
1919,57.52,4.14,29.52
1920,43.28,2.7,33.61
1921,44.23,1.54,24.5
1922,55.52,36.6,27.0
1923,55.04,7.39,31.07
1924,59.79,5.37,20.22
1925,82.74,8.93,40.03
1926,55.49,18.87,30.21
