,Normal_Samples,Exponential_Samples,Bimodal_Samples
996,41.78,28.61,104.7
997,50.44,9.91,29.17
998,59.14,31.3,26.85
999,30.5,14.38,27.73
1000,38.79,9.66,111.01
1001,37.69,3.08,43.16
1002,55.09,17.45,24.23
1003,52.52,7.94,29.54
1004,57.75,6.87,21.3
1005,52.85,11.95,21.39
1006,43.98,1.28,38.39
1007,66.43,11.29,29.77
1008,55.04,9.29,30.7
1009,52.63,9.2,28.08
1010,55.59,1.97,29.36
1011,48.94,9.26,33.22
1012,47.68,18.44,40.07
1013,54.55,5.85,26.18
1014,50.13,3.21,33.45
1015,58.13,25.41,35.03
1016,53.76,8.53,18.59
1017,71.1,40.87,28.68
1018,21.56,14.79,28.86
1019,35.93,22.11,92.03
1020,54.25,9.97,29.76
1021,59.18,1.2,34.78
1022,48.78,7.51,43.88
1023,43.97,6.39,20.74
1024,69.5,2.16,88.0
1025,42.78,10.21,41.66
1026,58.95,11.65,33.49
1027,46.73,39.12,33.5
1028,39.76,1.31,106.25
1029,50.83,18.34,39.44
1030,41.52,5.62,31.22
1031,40.73,17.06,38.43
1032,46.66,13.97,39.7
1033,45.43,30.91,42.16
1034,69.49,11.4,96.28
1035,60.77,26.03,34.38
1036,37.95,4.46,42.16
1037,68.84,3.95,21.66
1038,43.54,38.47,30.12
1039,44.33,19.43,37.0
1040,43.56,5.71,32.32
1041,48.4,22.66,33.52
1042,35.83,7.03,35.15
1043,37.26,3.88,31.36
1044,61.67,5.93,29.49
1045,56.05,23.69,16.77
1046,47.98,13.28,34.58
1047,34.63,8.88,27.07
1048,52.38,26.02,19.47
1049,61.0,3.34,37.1
1050,45.4,23.16,39.0
1051,69.58,4.0,28.23
1052,62.86,29.99,24.49
1053,37.37,29.85,31.5
1054,61.82,10.41,20.92
1055,47.15,2.27,43.53
1056,62.33,12.22,27.85
1057,58.57,10.96,111.62
1058,46.94,3.16,17.02
1059,59.61,7.16,32.86
1060,51.51,6.01,37.02
1061,40.69,23.93,19.81
1062,47.95,7.35,25.93
1063,42.34,17.33,51.19
1064,33.75,5.4,33.47
1065,45.7,4.24,25.17
1066,52.52,3.9,37.8
1067,61.45,20.95,35.26
1068,51.36,4.16,13.87
1069,42.69,12.12,24.92
1070,47.04,11.63,31.43
1071,46.98,8.8,32.24
1072,54.2,1.4,28.17
1073,61.13,7.6,37.95
1074,65.12,30.68,77.35
1075,64.04,4.34,36.08
1076,34.63,18.15,31.24
1077,41.86,6.54,29.08
1078,47.46,15.44,105.39
1079,55.25,1.41,31.27
1080,63.87,12.97,40.41
1081,62.03,7.22,33.68
1082,42.38,1.44,40.31
1083,59.76,4.41,33.31
1084,41.79,5.08,37.3
1085,38.52,8.81,33.26
1086,53.52,8.98,108.75
1087,38.46,16.75,43.46
1088,50.05,1.86,22.2
1089,66.04,14.35,25.17
1090,47.65,22.87,30.3
1091,50.58,17.71,33.5
1092,65.55,37.52,24.09
1093,49.71,18.47,36.0
1094,55.65,14.72,25.87
1095,45.34,12.72,35.82
1096,57.45,26.47,18.73
1097,58.98,23.64,9.9
1098,63.96,10.73,26.19
1099,46.63,16.0,22.83
1100,46.69,7.61,41.88
1101,27.9,29.92,39.91
1102,25.39,18.76,46.53
1103,64.11,9.58,27.17
1104,35.19,13.16,39.06
1105,53.21,3.84,17.13
1106,56.56,39.2,85.23
1107,45.57,22.1,34.83
1108,51.82,4.07,27.92
1109,50.73,2.19,26.44
1110,49.62,7.19,23.4
1111,55.53,3.69,43.29
1112,51.45,11.1,29.58
1113,38.91,7.12,44.87
1114,53.16,8.02,38.93
1115,34.97,14.89,20.63
1116,65.79,1.37,103.14
1117,71.81,9.14,33.81
1118,47.7,1.87,39.13
1119,40.6,1.01,18.39
1120,63.52,2.03,16.65
1121,41.94,4.96,27.25
1122,57.24,4.1,31.37
1123,47.19,1.82,30.94
1124,51.27,2.14,25.9
1125,53.73,47.77,28.68
1126,76.63,23.8,36.93
1127,65.51,16.42,39.64
1128,51.09,6.39,41.03
1129,53.73,1.87,42.72
1130,63.36,7.98,17.0
1131,69.3,2.83,88.7
1132,42.87,9.75,100.96
1133,57.99,9.02,40.1
1134,45.09,1.56,47.34
1135,36.18,13.91,29.06
1136,50.79,7.8,38.47
1137,57.55,23.6,96.44
1138,57.03,4.84,23.83
1139,46.41,11.02,93.07
1140,62.6,11.59,23.08
1141,54.8,5.01,47.81
1142,42.74,43.75,25.47
1143,61.12,4.33,90.38
1144,35.23,20.73,26.28
1145,40.08,22.89,18.12
1146,60.55,6.74,44.67
1147,40.94,4.89,42.71
1148,45.73,10.5,24.96
1149,42.98,11.63,35.57
1150,62.55,12.95,102.99
1151,46.85,1.86,16.24
1152,31.9,28.67,38.56
1153,45.63,4.13,93.92
1154,57.15,17.36,30.97
1155,55.63,8.75,27.8
1156,52.13,15.38,33.73
1157,53.85,17.07,18.63
1158,49.1,10.26,34.82
1159,31.94,11.82,27.59
1160,52.08,1.33,24.73
1161,50.2,16.04,29.83
1162,70.3,5.62,26.95
1163,50.26,2.67,30.41
1164,60.18,6.22,17.24
1165,45.6,14.58,37.43
1166,53.04,5.83,47.03
1167,48.86,6.79,29.63
1168,54.09,29.0,25.22
1169,40.76,3.49,36.52
1170,61.33,2.0,25.13
1171,35.43,11.52,19.9
1172,48.37,5.33,34.11
1173,65.23,10.92,19.38
1174,65.46,5.46,29.17
1175,54.41,4.57,117.07
1176,49.63,12.08,34.16
1177,53.22,34.22,44.53
1178,42.1,12.61,38.76
1179,39.97,9.11,27.06
1180,43.54,1.3,33.61
1181,44.39,9.92,20.78
1182,54.94,3.36,30.23
1183,59.65,7.62,40.95
1184,48.72,15.56,25.97
1185,44.1,26.05,23.37
1186,60.08,1.92,10.85
1187,40.35,1.53,45.77
1188,55.4,14.16,43.23
1189,53.71,15.77,29.29
1190,67.38,15.57,30.28
1191,68.98,3.47,35.62
1192,54.15,19.08,27.39
1193,50.15,5.74,34.74
1194,33.28,5.93,33.39
1195,50.77,1.28,36.46
1196,56.49,10.74,22.98
1197,48.41,1.15,23.55
1198,51.01,37.77,19.68
1199,59.13,2.2,32.44
1200,40.12,6.88,47.79
1201,67.36,8.69,33.91
1202,36.89,33.15,26.47
1203,73.81,12.22,28.76
1204,36.69,3.89,31.94
1205,59.05,12.85,89.83
1206,52.0,19.95,40.11
1207,56.14,9.21,13.01
1208,51.05,3.46,37.0
1209,45.8,1.32,37.01
1210,43.29,31.87,124.48
1211,44.76,2.31,34.2
1212,40.99,6.45,18.68
1213,59.06,12.45,24.0
1214,45.82,2.79,38.38
1215,59.25,27.23,25.35
1216,50.68,4.43,38.83
1217,52.79,3.47,86.27
1218,53.59,17.18,28.6
1219,54.27,5.71,91.25
1220,52.42,9.28,52.47
1221,53.67,4.42,21.68
1222,64.86,7.02,29.56
1223,43.79,1.89,44.35
1224,61.09,1.65,19.63
1225,44.01,27.88,22.02
1226,52.6,7.35,27.72
1227,51.55,11.45,19.66
1228,55.7,5.91,35.81
1229,57.7,2.61,25.26
1230,27.12,5.84,94.15
1231,53.44,25.81,30.98
1232,49.96,3.2,29.47
1233,51.0,8.13,20.5
1234,55.54,29.97,32.95
1235,57.85,1.9,44.62
1236,56.93,7.91,20.55
1237,52.53,6.35,40.57
1238,35.45,8.6,19.07
1239,44.8,52.03,29.25
1240,59.31,14.37,109.71
1241,35.21,5.92,35.66
1242,64.52,8.06,42.15
1243,60.91,4.31,24.71
1244,60.18,2.43,22.06
1245,32.97,5.59,27.21
1246,46.73,11.55,27.41
1247,57.92,4.13,103.64
1248,47.78,19.54,34.47
1249,57.13,8.22,23.09
1250,41.25,1.27,32.75
1251,65.19,19.87,21.06
1252,42.14,10.64,41.71
1253,46.54,7.23,37.03
1254,64.77,29.11,29.47
1255,50.6,18.11,34.25
1256,49.49,2.43,21.21
1257,54.14,8.41,26.7
1258,50.12,1.3,22.06
1259,34.21,16.47,31.84
1260,32.98,3.15,35.61
1261,46.74,27.87,31.07
1262,40.23,16.58,111.53
1263,59.38,7.45,34.47
1264,56.6,1.83,32.54
1265,46.39,12.42,29.74
1266,55.85,21.48,19.88
1267,53.47,7.48,26.31
1268,67.21,1.79,39.29
1269,46.38,8.87,113.63
1270,49.61,13.82,24.36
1271,51.82,11.13,34.16
1272,45.79,4.92,28.41
1273,38.68,19.64,17.31
1274,42.45,16.75,28.59
1275,63.82,6.42,26.64
1276,54.98,9.69,27.16
1277,62.54,1.39,27.86
1278,53.14,42.58,31.37
1279,37.54,14.07,22.46
1280,52.41,2.63,26.56
1281,35.72,2.88,23.15
1282,46.53,5.25,18.4
1283,61.19,11.2,16.74
1284,52.72,18.11,26.33
1285,71.14,3.96,30.93
1286,32.1,31.92,35.21
1287,43.98,5.52,17.62
1288,45.7,9.55,35.7
1289,72.72,7.98,34.35
1290,42.53,32.54,21.05
1291,63.57,4.59,31.22
1292,57.9,6.77,42.81
1293,33.53,13.11,30.67
1294,64.94,26.82,21.03
1295,50.59,15.86,25.4
1296,28.74,5.61,27.17
1297,55.26,22.82,7.35
1298,40.83,14.8,31.25
1299,52.29,46.35,25.56
1300,42.79,18.78,25.42
1301,37.82,7.01,24.46
1302,42.4,1.58,31.4
1303,28.25,10.77,124.39
1304,40.28,5.74,33.07
1305,50.51,3.56,106.06
1306,41.72,14.33,26.0
1307,57.15,13.39,93.0
1308,31.75,10.65,38.1
1309,34.2,3.83,32.79
1310,56.25,7.41,21.38
1311,38.82,3.87,49.08
1312,52.95,4.67,22.78
1313,43.71,11.39,24.93
1314,51.5,2.23,10.53
1315,41.03,25.5,111.41
1316,37.68,3.49,34.2
1317,59.59,11.56,28.22
1318,60.52,2.09,108.58
1319,26.21,6.09,20.04
1320,45.88,16.81,95.77
1321,53.41,2.32,31.01
1322,48.66,11.22,92.49
1323,48.79,7.95,31.54
1324,35.25,1.98,27.52
1325,44.3,6.01,114.55
1326,42.0,4.92,101.29
1327,39.25,14.71,41.02
1328,30.45,1.45,20.22
1329,58.65,15.57,34.64
1330,36.5,8.98,36.4
1331,34.04,2.66,24.02
1332,39.16,9.05,42.43
1333,60.47,1.63,43.24
1334,44.17,4.66,29.13
1335,35.65,3.31,24.39
1336,52.03,9.93,27.41
1337,47.88,18.98,39.0
1338,47.59,9.71,31.77
1339,28.57,5.32,30.71
1340,50.98,24.1,24.15
1341,45.77,7.86,31.72
1342,51.08,14.7,28.01
1343,44.61,14.56,21.83
1344,58.69,3.25,29.56
1345,44.19,2.58,19.65
1346,31.66,6.88,30.5
1347,47.07,2.81,29.41
1348,65.01,4.12,30.46
1349,33.98,36.51,33.12
1350,35.53,21.57,39.12
1351,53.8,8.45,28.4
1352,39.63,5.09,38.96
1353,50.71,28.56,32.52
1354,61.49,4.65,32.31
1355,55.75,3.63,32.35
1356,38.85,7.03,14.87
1357,48.64,36.66,25.59
1358,53.97,10.92,23.59
1359,56.19,16.27,20.83
1360,38.0,1.16,30.05
1361,64.15,13.56,30.17
1362,46.1,1.96,36.55
1363,50.46,3.41,43.43
1364,61.14,7.9,36.56
1365,55.45,8.64,36.32
1366,49.03,22.63,30.45
1367,58.03,15.54,32.52
1368,54.61,1.7,32.56
1369,49.42,10.8,31.46
1370,56.91,16.19,39.62
1371,49.3,6.11,33.64
1372,57.21,18.13,18.84
1373,47.43,8.73,34.48
1374,71.61,6.5,28.41
1375,60.67,14.63,89.46
1376,47.99,26.23,37.46
1377,43.27,6.04,33.82
1378,68.03,7.85,19.47
1379,43.08,18.45,29.92
1380,30.25,1.7,35.11
1381,46.25,8.38,32.35
1382,39.51,3.16,31.7
1383,33.4,14.55,35.23
1384,57.17,5.42,36.03
1385,36.75,2.16,31.8
1386,47.9,17.52,29.23
1387,36.18,8.15,26.53
1388,61.08,4.38,28.53
1389,59.18,5.48,32.85
1390,51.95,1.23,22.58
1391,41.64,7.95,35.14
1392,36.01,3.04,27.59
1393,54.52,19.7,33.62
1394,61.06,6.47,35.12
1395,57.39,9.14,17.3
1396,48.32,40.04,35.83
1397,30.58,38.38,30.59
1398,63.11,30.08,25.27
1399,57.7,1.17,22.58
1400,46.28,4.3,20.15
1401,51.03,5.92,25.7
1402,55.16,11.97,45.22
1403,42.73,4.42,98.09
1404,34.33,13.04,33.95
1405,48.15,12.0,30.41
1406,53.63,4.56,94.28
1407,68.37,6.66,25.32
1408,59.53,2.86,42.02
1409,42.42,7.07,30.49
1410,30.23,42.38,44.68
1411,56.93,12.42,32.5
1412,46.32,21.32,101.69
1413,71.78,4.11,27.8
1414,34.5,12.26,27.43
1415,32.81,4.57,34.04
1416,34.14,6.27,24.32
1417,51.87,22.06,31.38
1418,24.15,2.09,20.38
1419,59.02,18.84,31.17
1420,54.37,5.02,37.78
1421,36.47,5.66,28.57
1422,68.31,15.79,27.97
1423,48.82,13.53,28.31
1424,59.43,3.6,35.74
1425,32.99,14.64,107.06
1426,47.88,4.3,16.52
1427,40.81,12.52,23.33
1428,54.46,12.5,27.21
1429,23.25,21.55,24.95
1430,48.43,4.99,25.49
1431,35.71,2.18,34.57
1432,50.33,3.18,27.49
1433,39.76,25.26,24.46
1434,52.07,10.35,87.75
1435,57.27,10.8,39.6
1436,45.57,1.02,29.73
1437,60.75,2.61,37.07
1438,49.06,17.17,30.4
1439,41.37,18.04,28.6
1440,51.82,7.08,42.5
1441,45.19,13.17,32.93
1442,33.76,70.63,29.74
1443,69.36,12.58,32.31
1444,45.2,21.27,52.29
1445,36.65,4.82,34.23
1446,41.07,2.03,30.97
1447,49.73,15.75,19.02
1448,39.84,16.47,22.43
1449,38.13,2.47,31.17
1450,62.66,23.37,96.96
1451,56.45,13.26,27.33
1452,48.54,2.64,20.28
1453,39.27,7.69,43.04
1454,44.16,14.48,34.65
1455,41.6,3.05,94.7
1456,43.99,6.38,28.48
1457,49.01,21.25,28.55
1458,37.24,5.27,107.65
1459,49.52,12.23,28.98
1460,52.85,4.18,22.98
1461,53.12,9.73,29.35
1462,48.17,7.36,41.16
1463,49.25,11.11,33.08
1464,72.31,24.04,28.81
1465,41.19,14.71,23.82
1466,43.28,4.03,37.8
1467,41.22,1.67,30.67
1468,49.0,9.15,37.95
1469,45.07,14.12,23.71
1470,46.76,35.99,33.71
1471,42.0,3.97,51.03
1472,56.66,5.72,36.01
1473,65.49,24.33,41.13
1474,59.03,5.89,43.33
1475,62.12,35.79,21.9
1476,71.11,6.84,34.39
1477,59.98,36.08,28.18
1478,31.28,6.47,15.11
1479,57.12,12.0,86.78
1480,57.85,9.53,20.53
1481,54.76,5.18,20.61
1482,50.52,22.48,20.02
1483,53.32,1.1,110.36
1484,49.18,14.32,36.89
1485,55.34,22.82,20.38
1486,33.39,1.83,17.96
1487,56.58,20.02,26.6
1488,37.84,6.44,25.85
1489,48.68,4.32,46.84
1490,56.86,4.82,81.47
1491,42.44,11.21,38.07
1492,37.59,5.81,36.2
1493,60.08,11.61,20.61
1494,49.8,17.64,21.55
1495,61.18,14.56,38.3
1496,48.86,6.46,21.46
1497,49.58,9.38,31.64
1498,47.01,23.85,26.31
1499,53.67,9.41,20.87
1500,47.34,2.28,108.81
1501,44.85,1.58,8.45
1502,62.88,7.68,28.25
1503,53.38,2.75,26.86
1504,53.25,3.78,27.17
1505,58.16,11.77,25.55
1506,45.33,7.33,41.31
1507,36.72,9.27,11.83
1508,60.73,5.85,35.69
1509,65.9,1.14,34.37
1510,54.54,10.91,18.54
1511,38.21,17.93,27.65
1512,43.07,4.53,29.41
1513,52.48,7.01,29.78
1514,57.27,7.72,37.73
1515,40.42,9.88,33.4
1516,44.57,23.78,42.16
1517,55.36,7.36,33.54
1518,46.86,17.37,23.25
1519,38.45,7.75,15.43
1520,36.83,9.92,30.31
1521,40.36,5.35,36.15
1522,57.12,5.39,34.07
1523,38.29,10.39,48.02
1524,46.42,15.38,32.44
1525,55.62,11.02,32.62
1526,49.94,6.3,17.97
1527,62.56,1.19,30.85
1528,49.36,13.34,33.59
1529,52.51,3.52,37.62
1530,36.39,17.33,20.53
1531,61.04,5.65,45.45
1532,46.82,4.67,24.7
1533,56.29,6.15,52.79
1534,57.65,7.36,36.88
1535,38.5,41.47,28.85
1536,26.12,1.44,39.19
1537,53.86,6.78,41.37
1538,48.94,22.4,41.25
1539,50.73,8.71,30.4
1540,55.54,10.5,32.99
1541,51.69,9.02,22.42
1542,57.32,8.73,98.25
1543,43.88,15.67,34.55
1544,43.83,13.93,24.43
1545,43.44,8.22,85.58
1546,61.91,9.17,107.06
1547,60.16,16.72,35.94
1548,45.41,2.09,38.63
1549,68.14,10.19,25.93
1550,52.24,8.12,41.5
1551,38.04,14.07,28.19
1552,37.21,13.95,23.63
1553,54.68,12.22,28.31
1554,63.76,15.95,86.64
1555,52.2,15.96,33.41
1556,32.01,3.5,35.94
1557,46.52,1.31,29.74
1558,54.56,8.58,28.02
1559,55.3,1.2,28.8
1560,58.23,14.73,14.86
1561,26.11,5.74,37.03
1562,53.9,47.0,35.3
1563,49.32,11.47,14.29
1564,53.76,17.38,21.05
1565,46.57,4.48,24.41
1566,46.58,25.7,37.08
1567,36.02,7.39,27.68
1568,71.79,2.88,29.1
1569,39.85,1.65,23.11
1570,43.25,11.92,36.11
1571,36.92,2.33,106.9
1572,62.11,5.37,41.01
1573,70.08,5.39,27.53
1574,60.45,2.87,47.13
1575,52.05,43.48,40.03
1576,64.8,4.81,33.94
1577,72.43,1.35,26.39
1578,47.1,19.01,19.94
1579,60.78,9.97,19.76
1580,44.05,14.25,36.17
1581,53.0,5.98,29.06
1582,50.68,5.67,35.84
1583,63.3,10.8,94.79
1584,41.31,23.93,30.52
1585,33.32,9.22,92.9
1586,50.5,1.35,35.42
1587,62.53,7.24,41.26
1588,43.29,3.63,36.75
1589,61.85,3.7,24.36
1590,57.49,7.58,43.16
1591,56.22,15.87,96.22
1592,66.23,5.68,29.32
1593,54.99,42.84,98.52
1594,65.29,15.57,38.29
1595,60.41,3.72,47.16
1596,44.62,5.13,38.67
1597,56.57,11.22,28.81
1598,47.64,5.38,23.08
1599,48.65,4.36,23.6
1600,62.93,12.74,93.89
1601,59.69,11.65,17.12
1602,69.0,16.33,30.21
1603,53.53,4.91,32.45
1604,54.27,12.66,23.29
1605,47.08,3.27,24.7
1606,61.28,5.27,17.08
1607,53.5,2.5,31.1
1608,63.3,26.04,27.65
1609,61.34,34.08,35.9
1610,29.82,2.73,39.53
1611,46.52,1.35,41.46
1612,61.04,27.27,29.7
1613,34.04,3.03,18.78
1614,48.22,8.98,32.74
1615,47.69,2.31,38.29
1616,38.41,2.76,27.78
1617,57.24,8.81,13.03
1618,43.25,26.67,42.61
1619,38.22,25.69,30.36
1620,53.69,3.14,30.11
1621,43.41,12.29,24.79
1622,52.5,4.09,111.05
1623,57.92,1.79,16.74
1624,47.04,5.62,1.26
1625,43.41,8.11,40.71
1626,54.73,37.11,39.38
1627,48.18,1.92,23.45
1628,55.39,11.47,14.79
1629,52.66,12.43,79.17
1630,49.72,12.66,15.31
1631,44.59,1.75,30.41
1632,45.49,23.07,33.32
1633,28.9,5.7,28.1
1634,62.16,4.69,27.23
1635,55.75,6.26,93.21
1636,57.87,7.75,26.5
1637,43.37,2.08,20.1
1638,50.19,18.51,101.68
1639,37.68,7.14,30.92
1640,46.33,4.58,42.57
1641,52.62,28.5,30.71
1642,50.7,47.05,37.84
1643,57.89,2.9,72.39
1644,45.43,7.79,13.66
1645,61.85,11.42,39.35
1646,61.16,3.18,28.84
1647,54.89,12.48,33.62
1648,40.03,8.3,23.18
1649,63.92,1.99,21.93
1650,44.58,38.75,39.86
1651,45.72,18.07,22.24
1652,41.42,7.05,17.08
1653,37.18,6.83,27.32
1654,46.09,18.73,23.98
1655,61.05,49.48,26.63
1656,62.61,13.54,26.73
1657,57.2,10.7,15.41
1658,45.39,1.87,38.64
1659,53.92,8.61,43.79
1660,60.9,4.69,36.13
1661,41.66,6.32,28.15
1662,56.06,15.26,17.73
1663,37.45,3.81,40.17
1664,55.69,3.83,12.68
1665,28.73,1.1,33.09
1666,43.41,3.91,105.03
1667,61.33,5.22,33.21
1668,29.85,2.26,36.12
1669,62.64,18.49,31.31
1670,41.56,4.99,14.93
1671,49.38,43.79,38.1
1672,72.2,2.28,97.15
1673,48.45,1.3,41.23
1674,45.72,11.09,32.27
1675,41.27,3.23,34.15
1676,62.36,41.41,31.65
1677,45.21,3.55,31.59
1678,55.92,11.81,32.88
1679,58.9,20.4,24.63
1680,44.31,5.71,25.4
1681,43.33,9.93,21.43
1682,35.78,7.5,41.29
1683,67.07,11.35,26.07
1684,41.91,9.09,29.45
1685,62.41,1.08,20.51
1686,49.67,8.72,25.63
1687,36.97,13.07,110.79
1688,60.93,9.94,21.69
1689,60.74,4.76,17.03
1690,37.93,9.94,21.18
1691,40.22,16.99,21.9
1692,49.36,23.41,40.66
1693,34.88,3.13,31.47
1694,50.91,14.77,30.21
1695,59.98,31.42,106.02
1696,46.19,18.5,36.06
1697,42.88,6.14,23.71
1698,47.57,2.7,30.38
1699,60.94,11.23,28.58
1700,41.61,23.72,28.13
1701,54.53,5.02,38.44
1702,53.04,11.52,25.07
1703,54.61,4.8,18.81
1704,43.55,26.54,26.97
1705,55.1,5.01,33.57
1706,23.53,3.61,114.56
1707,35.6,2.35,17.48
1708,51.46,23.04,114.3
1709,48.71,4.9,29.94
1710,50.92,2.16,30.12
1711,40.8,11.58,33.84
1712,48.17,10.1,29.86
1713,55.28,3.41,28.71
1714,61.86,8.46,105.6
1715,63.99,5.21,33.52
1716,25.22,9.88,44.54
1717,47.74,1.94,27.99
1718,46.78,8.2,35.03
1719,45.41,3.13,22.45
1720,52.37,7.58,37.6
1721,42.76,11.59,27.1
1722,50.41,2.55,112.44
1723,29.84,8.82,28.64
1724,48.82,3.44,30.88
1725,49.42,17.32,31.24
1726,48.3,2.3,25.09
1727,47.27,6.75,30.37
1728,55.97,3.82,46.08
1729,40.4,7.43,23.75
1730,46.8,1.01,52.23
1731,59.28,2.51,24.46
1732,45.14,3.43,27.77
1733,60.23,2.53,28.8
1734,64.06,6.14,38.71
1735,30.82,3.64,22.02
1736,45.05,6.75,30.23
1737,51.15,4.56,26.07
1738,50.68,17.27,16.4
1739,39.7,4.59,41.0
1740,33.93,3.45,34.4
1741,39.24,3.97,21.43
1742,45.12,22.32,116.65
1743,36.96,10.39,46.22
1744,46.83,7.47,31.31
1745,48.5,3.8,23.11
1746,46.31,3.04,18.84
1747,77.05,2.61,31.61
1748,40.54,3.54,26.2
1749,49.21,21.99,28.9
1750,48.57,4.1,38.15
1751,35.67,2.66,45.83
1752,42.48,10.27,18.57
1753,45.95,4.86,38.82
1754,48.27,9.82,90.79
1755,55.54,14.76,34.63
1756,59.49,5.12,36.56
1757,73.44,4.91,31.88
1758,53.19,11.01,23.99
1759,53.74,7.12,25.24
1760,43.67,4.01,29.7
1761,59.49,12.89,106.76
1762,47.76,24.07,37.1
1763,47.92,38.19,30.38
1764,30.91,38.98,26.71
1765,48.71,16.63,27.0
1766,51.29,3.71,30.93
1767,68.18,11.76,43.84
1768,60.6,2.32,38.35
1769,57.99,10.1,28.49
1770,37.9,12.47,22.58
1771,55.38,34.63,23.05
1772,41.39,14.02,34.63
1773,42.26,11.87,36.02
1774,40.51,28.79,24.56
1775,42.5,27.42,24.15
1776,65.54,67.83,29.06
1777,49.83,8.37,35.28
1778,26.77,4.37,29.02
1779,49.19,13.8,44.48
1780,50.22,1.87,32.46
1781,37.47,2.3,30.03
1782,55.72,3.87,120.64
1783,41.86,5.04,8.5
1784,44.25,13.1,28.53
1785,47.21,2.19,35.16
1786,57.49,2.02,35.39
1787,57.57,12.84,123.9
1788,57.27,2.97,16.01
1789,63.46,10.9,33.81
1790,42.88,8.59,52.42
1791,45.87,12.96,32.89
1792,45.88,11.52,31.74
1793,51.37,6.15,16.68
1794,48.55,1.24,25.24
1795,50.92,11.65,29.07
1796,58.74,5.66,26.34
1797,55.44,7.76,43.72
1798,50.24,4.48,32.21
1799,34.93,26.04,22.47
1800,45.93,7.98,32.02
1801,48.34,4.68,15.42
1802,56.98,5.24,21.81
1803,75.33,22.1,36.41
1804,29.21,7.27,35.09
1805,51.98,10.2,23.2
1806,37.03,7.15,35.91
1807,52.2,19.24,18.59
1808,35.05,1.19,110.77
1809,58.74,19.78,40.16
1810,46.95,28.11,34.54
1811,46.31,4.83,31.33
1812,45.89,2.91,35.28
1813,35.92,11.35,33.33
1814,46.71,6.83,35.95
1815,40.48,15.35,36.92
1816,39.27,2.63,39.68
1817,32.54,7.48,13.59
1818,37.38,2.54,30.7
1819,48.65,11.61,30.18
1820,59.75,11.2,44.04
1821,56.28,20.17,16.81
1822,49.87,27.19,26.58
1823,39.73,8.83,43.82
1824,41.22,8.76,104.14
1825,44.5,3.41,93.29
1826,51.17,8.71,94.61
1827,40.98,1.68,43.21
1828,59.6,16.88,36.21
1829,68.06,1.81,25.49
1830,48.14,7.48,18.02
1831,41.36,6.03,31.43
1832,53.34,3.5,23.66
1833,54.13,23.33,29.26
1834,36.82,2.72,92.75
1835,49.56,9.73,7.2
1836,51.65,21.67,29.61
1837,51.57,17.81,95.46
1838,58.53,7.31,41.63
1839,36.49,10.84,41.51
1840,45.11,3.43,23.99
1841,48.12,13.41,35.59
1842,39.48,2.31,112.11
1843,45.63,4.54,31.9
1844,60.65,19.28,33.96
1845,55.44,1.9,19.22
1846,25.48,1.01,32.88
1847,51.94,1.78,34.03
1848,39.44,22.43,27.81
1849,51.09,11.87,15.95
1850,45.18,6.7,27.86
1851,58.55,14.69,27.11
1852,50.59,14.99,29.76
1853,56.47,3.74,32.96
1854,55.4,4.13,35.13
1855,51.2,2.67,43.63
1856,47.33,27.14,112.86
1857,28.27,5.0,22.78
1858,54.47,9.38,35.46
1859,43.04,34.35,24.62
1860,63.87,2.06,86.08
1861,56.19,6.54,24.46
1862,62.94,3.92,29.98
1863,45.7,25.51,36.34
1864,42.83,4.64,27.94
1865,44.71,21.36,7.93
1866,48.13,8.38,25.58
1867,54.24,14.27,30.16
1868,55.16,7.55,32.78
1869,42.4,8.24,104.36
1870,48.52,8.17,22.69
1871,45.0,19.49,49.63
1872,69.81,11.24,18.03
1873,47.05,5.62,41.72
1874,36.63,12.42,35.29
1875,54.18,4.76,27.74
1876,47.3,14.64,19.4
1877,46.73,8.78,23.91
1878,62.84,25.73,46.8
1879,57.17,6.15,98.89
1880,45.64,3.43,40.39
1881,41.17,14.38,32.71
1882,51.05,25.68,35.4
1883,49.33,25.57,34.34
1884,55.21,9.56,24.46
1885,66.16,3.36,19.15
1886,54.12,14.02,29.9
1887,62.2,16.93,34.25
1888,60.72,18.36,32.49
1889,52.82,2.25,25.12
1890,53.06,22.02,46.87
1891,52.03,2.62,31.85
1892,47.46,70.33,27.84
1893,30.37,16.92,34.52
1894,59.31,20.51,34.38
1895,48.35,2.03,20.38
1896,53.76,3.53,51.52
1897,42.56,11.14,22.07
1898,66.71,6.62,30.79
1899,64.21,25.49,36.67
1900,54.15,11.75,18.33
1901,67.24,6.9,19.76
1902,49.56,6.43,47.96
1903,38.22,4.16,34.82
1904,52.67,4.94,102.82
1905,54.93,8.35,108.49
1906,56.26,6.97,24.84
1907,45.09,5.21,28.72
1908,45.72,19.77,34.63
1909,55.56,9.42,20.74
1910,38.85,11.09,13.58
1911,39.73,1.02,37.04
1912,42.29,2.12,47.86
1913,51.27,31.74,19.9
1914,52.83,14.45,40.5
1915,53.91,3.4,29.41
1916,35.9,13.37,26.97
1917,53.42,15.11,103.65
1918,42.57,1.78,36.86
1919,53.43,4.35,31.81
1920,44.29,8.63,31.26
1921,56.01,7.87,25.23
1922,37.15,26.13,13.43
1923,52.61,21.06,36.48
1924,36.16,19.4,33.68
1925,51.24,21.39,85.28
1926,36.1,19.69,30.98
